title,year,duration,genre,rating,synopsis,directors,stars
Black Panther: Wakanda Forever,2022,161,"Action, Adventure, Drama",6.9,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,Ryan Coogler,"Letitia Wright,Lupita Nyong'o,Danai Gurira,Winston Duke"
Babylon,2022,189,"Comedy, Drama, History",7.4,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.",Damien Chazelle,"Brad Pitt,Margot Robbie,Jean Smart,Olivia Wilde"
1923,2022,60,"Drama, Western",8.6,"The Duttons face a new set of challenges in the early 20th century, including the rise of Western expansion, Prohibition and the Great Depression.","Harrison Ford,Helen Mirren,Brandon Sklenar,Julia Schlaepfer",
Avatar: The Way of Water,2022,192,"Action, Adventure, Fantasy",7.8,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",James Cameron,"Sam Worthington,Zoe Saldana,Sigourney Weaver,Stephen Lang"
The Menu,2022,107,"Horror, Thriller",7.2,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",Mark Mylod,"Ralph Fiennes,Anya Taylor-Joy,Nicholas Hoult,Hong Chau"
The Banshees of Inisherin,2022,114,"Comedy, Drama",7.8,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",Martin McDonagh,"Colin Farrell,Brendan Gleeson,Kerry Condon,Pat Shortt"
Everything Everywhere All at Once,2022,139,"Action, Adventure, Comedy",8.0,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"Dan Kwan,Daniel Scheinert","Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,Ke Huy Quan"
Wednesday,2022,45,"Comedy, Crime, Fantasy",8.2,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart a killing spree, and solve the mystery that embroiled her parents.","Jenna Ortega,Hunter Doohan,Percy Hynes White,Emma Myers",
Puss in Boots: The Last Wish,2022,102,"Animation, Adventure, Comedy",7.9,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Joel Crawford,Januel Mercado","Antonio Banderas,Salma Hayek,Harvey Guillén,Florence Pugh"
M3GAN,2022,102,"Horror, Sci-Fi, Thriller",6.4,A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.,Gerard Johnstone,"Allison Williams,Violet McGraw,Ronny Chieng,Amie Donald"
The Whale,2022,117,Drama,8.0,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.",Darren Aronofsky,"Brendan Fraser,Sadie Sink,Ty Simpkins,Hong Chau"
Shotgun Wedding,2022,100,"Action, Comedy, Romance",5.5,Darcy and Tom gather their families for the ultimate destination wedding but when the entire wedding party is taken hostage the bride and groom must save their loved ones--if they don't kill each other first.,Jason Moore,"Jennifer Lopez,Josh Duhamel,Lenny Kravitz,Jennifer Coolidge"
The Legend of Vox Machina,2022,30,"Animation, Action, Adventure",8.4,"After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria, Vox Machina is faced with saving the world once again-this time, from a sinister group of dragons known as the Chroma Conclave.","Laura Bailey,Taliesin Jaffe,Ashley Johnson,Matthew Mercer",
Tár,2022,158,"Drama, Music",7.6,"Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.",Todd Field,"Cate Blanchett,Noémie Merlant,Nina Hoss,Sophie Kauer"
Triangle of Sadness,2022,147,"Comedy, Drama",7.5,A fashion model celebrity couple join an eventful cruise for the super-rich.,Ruben Östlund,"Thobias Thorwid,Harris Dickinson,Charlbi Dean,Jiannis Moustos"
The Fabelmans,2022,151,Drama,7.7,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",Steven Spielberg,"Michelle Williams,Gabriel LaBelle,Paul Dano,Judd Hirsch"
Bullet Train,2022,127,"Action, Comedy, Thriller",7.3,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,David Leitch,"Brad Pitt,Joey King,Aaron Taylor-Johnson,Brian Tyree Henry"
Glass Onion,2022,139,"Comedy, Crime, Drama",7.2,Famed Southern detective Benoit Blanc travels to Greece for his latest case.,Rian Johnson,"Daniel Craig,Edward Norton,Kate Hudson,Dave Bautista"
Viking Wolf,2022,97,"Horror, Thriller",5.2,"Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends, she becomes a key witness. Was the killer an animal? A wolf?",Stig Svendsen,"Liv Mjönes,Elli Rhiannon Müller Osborne,Arthur Hakalahti,Sjur Vatne Brean"
All Quiet on the Western Front,2022,148,"Action, Drama, War",7.8,A young German soldier's terrifying experiences and distress on the western front during World War I.,Edward Berger,"Felix Kammerer,Albrecht Schuch,Aaron Hilmer,Moritz Klaus"
Top Gun: Maverick,2022,130,"Action, Drama",8.3,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.",Joseph Kosinski,"Tom Cruise,Jennifer Connelly,Miles Teller,Val Kilmer"
A Man Called Otto,2022,126,"Comedy, Drama",7.6,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",Marc Forster,"Tom Hanks,Mariana Treviño,Rachel Keller,John Higgins"
Tulsa King,2022,40,"Crime, Drama",8.1,"Following his release from prison, Mafia capo Dwight ""The General"" Manfredi is exiled to Tulsa, Oklahoma, where he builds a new criminal empire with a group of unlikely characters.","Sylvester Stallone,Andrea Savage,Martin Starr,Jay Will",
Cunk on Earth,2022,29,"Documentary, Comedy",8.2,Follows Philomena Cunk as she comically tells the story of our greatest inventions and asks experts hard-hitting questions about humanity's progress.,"Diane Morgan,Jim Al-Khalili,Shirley J. Thompson,Douglas Hedley",
Empire of Light,2022,115,"Drama, Romance",6.6,"A drama about the power of human connection during turbulent times, set in an English coastal town in the early 1980s.",Sam Mendes,"Olivia Colman,Micheal Ward,Colin Firth,Toby Jones"
Aftersun,2022,102,Drama,7.7,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,Charlotte Wells,"Paul Mescal,Frankie Corio,Celia Rowlson-Hall,Sally Messham"
The Pale Blue Eye,2022,128,"Crime, Horror, Mystery",6.6,"A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe.",Scott Cooper,"Christian Bale,Harry Melling,Simon McBurney,Timothy Spall"
National Treasure: Edge of History,2022,50,"Action, Adventure, Mystery",5.5,"Jess Valenzuela, a 20-year-old Dreamer, sets off on an exploration to discover the mystery of her family history, and, with the help of her friends, seeks to recover historical lost treasure.","Lisette Olivera,Zuri Reed,Antonio Cipriano,Jordan Rodrigues",
X,2022,105,"Horror, Mystery, Thriller",6.6,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",Ti West,"Mia Goth,Jenna Ortega,Brittany Snow,Kid Cudi"
"Alice, Darling",2022,89,"Drama, Thriller",5.5,A young woman trapped in an abusive relationship becomes the unwitting participant in an intervention staged by her two closest friends.,Mary Nighy,"Anna Kendrick,Kaniehtiio Horn,Charlie Carrick,Wunmi Mosaku"
Severance,2022,55,"Drama, Mystery, Sci-Fi",8.7,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.","Adam Scott,Zach Cherry,Britt Lower,Tramell Tillman",
Elvis,2022,159,"Biography, Drama, Music",7.4,The life of American music icon,Baz Luhrmann,"Tom Hanks,Austin Butler,Olivia DeJonge,Helen Thomson"
Andor,2022,40,"Action, Adventure, Drama",8.4,"Prequel series to Star Wars' 'Rogue One'. In an era filled with danger, deception and intrigue, Cassian will embark on the path that is destined to turn him into a Rebel hero.","Diego Luna,Kyle Soller,Stellan Skarsgård,Genevieve O'Reilly",
Vikings: Valhalla,2022,51,"Action, Adventure, Drama",7.3,"Follow-up series to 'Vikings' set 100 years later and focusing on the adventures of Leif Erikson, Freydis, Harald Hardrada, and the Norman King William the Conqueror.","Sam Corlett,Leo Suter,Frida Gustavsson,Jóhannes Haukur Jóhannesson",
Blood,2022,108,"Horror, Thriller",5.3,"Jess, a separated mother and nurse, moves with her daughter and young son Owen back into her old farmhouse. Shortly after settling in, Owen is bitten by the dog, resulting in a mysterious infection from the bite.",Brad Anderson,"Michelle Monaghan,Skeet Ulrich,Finlay Wojtak-Hissong,June B. Wilde"
Women Talking,2022,104,Drama,7.5,"Do nothing. Stay and fight. Or leave. In 2010, the women of an isolated religious community grapple with reconciling a brutal reality with their faith.",Sarah Polley,"Rooney Mara,Claire Foy,Jessie Buckley,Frances McDormand"
"Lyle, Lyle, Crocodile",2022,106,"Animation, Adventure, Comedy",6.1,Feature film based on the children's book about a crocodile that lives in New York City.,"Josh Gordon,Will Speck","Javier Bardem,Winslow Fegley,Shawn Mendes,Constance Wu"
Skinamarink,2022,100,Horror,5.1,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",Kyle Edward Ball,"Lucas Paul,Dali Rose Tetreault,Ross Paul,Jaime Hill"
Amsterdam,2022,134,"Comedy, Drama, History",6.1,"In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.",David O. Russell,"Christian Bale,Margot Robbie,John David Washington,Alessandro Nivola"
The Batman,2022,176,"Action, Crime, Drama",7.8,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Matt Reeves,"Robert Pattinson,Zoë Kravitz,Jeffrey Wright,Colin Farrell"
How I Met Your Father,2022,24,"Comedy, Drama",5.5,"Sophie and her close-knit group of friends are in the midst of figuring out who they are, what they want out of life, and how to fall in love in the age of dating apps and limitless options.","Hilary Duff,Christopher Lowell,Francia Raisa,Suraj Sharma",
Stromboli,2022,86,Drama,6.1,"Follows Sara, who recently divorced and decided to register for a 'From Fear to Love' retreat on the Italian volcanic island of Stromboli but she is confronted with the painful past she has been trying to hide.",Michiel van Erp,"Elise Schaap,Tim McInnerny,Christian Hillborg,Pieter Embrechts"
Baby Ruby,2022,93,"Drama, Thriller",4.9,"The tightly scripted world of a vlogger and influencer unravels after she becomes a mother, in noted playwright Bess Wohl's feature debut.",Bess Wohl,"Noémie Merlant,Kit Harington,Meredith Hagner,Reed Birney"
Where the Crawdads Sing,2022,125,"Drama, Mystery, Romance",7.2,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,Olivia Newman,"Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,David Strathairn"
Whitney Houston: I Wanna Dance with Somebody,2022,144,"Biography, Drama, Music",6.8,"A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical superstardom.",Kasi Lemmons,"Naomi Ackie,Stanley Tucci,Ashton Sanders,Tamara Tunie"
Barbarian,2022,102,"Horror, Mystery, Thriller",7.0,A woman staying at an Airbnb discovers that the house she has rented is not what it seems.,Zach Cregger,"Georgina Campbell,Bill Skarsgård,Justin Long,Matthew Patrick Davis"
Black Adam,2022,125,"Action, Adventure, Fantasy",6.4,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",Jaume Collet-Serra,"Dwayne Johnson,Aldis Hodge,Pierce Brosnan,Noah Centineo"
The Bear,2022,30,"Comedy, Drama",8.4,A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,"Jeremy Allen White,Ebon Moss-Bachrach,Ayo Edebiri,Lionel Boyce",
Don't Worry Darling,2022,123,"Drama, Thriller",6.2,A 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company could be hiding disturbing secrets.,Olivia Wilde,"Florence Pugh,Harry Styles,Chris Pine,Olivia Wilde"
Reacher,2022,49,"Action, Crime, Drama",8.1,Jack Reacher was arrested for murder and now the police need his help. Based on the books by Lee Child.,"Alan Ritchson,Malcolm Goodwin,Willa Fitzgerald,Hugh Thompson",
Quantum Leap,2022,42,"Drama, Mystery, Sci-Fi",5.7,"Set 30 years after Dr. Sam Beckett stepped into the Quantum Leap accelerator and vanished, follows a new team that must restart the project hoping to understand the mysteries behind the machine and its creator.","Raymond Lee,Caitlin Bassett,Mason Alexander Park,Nanrisa Lee",
The Recruit,2022,55,"Action, Adventure, Crime",7.5,Follows a lawyer at the CIA who gets entangled in dangerous international power politics when a former asset threatens to expose the nature of her long-term relationship with the agency.,"Noah Centineo,Laura Haddock,Aarti Mann,Colton Dunn",
Fire Country,2022,44,Drama,7.2,A young convict joins a firefighting program looking for redemption and a shortened prison sentence. He and other inmates work alongside elite firefighters to extinguish massive blazes across the region.,"Max Thieriot,Kevin Alejandro,Jordan Calloway,Stephanie Arcila",
Guillermo del Toro's Pinocchio,2022,117,"Animation, Drama, Family",7.6,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.","Guillermo del Toro,Mark Gustafson","Ewan McGregor,David Bradley,Gregory Mann,Burn Gorman"
Vadh,2022,110,"Crime, Drama, Thriller",7.2,"After their son moves to USA, a middle-class married couple is relentlessly harassed by a loan shark.","Jaspal Singh Sandhu,Rajeev Barnwal","Sanjay Mishra,Neena Gupta,Manav Vij,Saurabh Sachdeva"
To Leslie,2022,119,Drama,7.1,"Inspired by true events. A West Texas single mother wins the lottery and squanders it just as fast, leaving behind a world of heartbreak. Years later, with her charm running out and nowhere to go, she fights to rebuild her life and find redemption.",Michael Morris,"Andrea Riseborough,Allison Janney,Stephen Root,Matt Lauria"
Jurassic World: Dominion,2022,147,"Action, Adventure, Sci-Fi",5.6,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Laura Dern,Sam Neill"
Pearl,2022,103,Horror,7.0,"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm.",Ti West,"Mia Goth,David Corenswet,Tandi Wright,Matthew Sunderland"
Vengeance,2022,107,"Comedy, Mystery, Thriller",6.8,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,B.J. Novak,"B.J. Novak,Boyd Holbrook,Lio Tipton,Ashton Kutcher"
Smile,2022,115,"Horror, Mystery, Thriller",6.6,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.",Parker Finn,"Sosie Bacon,Jessie T. Usher,Kyle Gallner,Robin Weigert"
Blonde,2022,167,"Biography, Drama, Romance",5.5,The story of American actress,Andrew Dominik,"Ana de Armas,Lily Fisher,Julianne Nicholson,Tygh Runyan"
Devotion,2022,139,"Action, Drama, War",6.6,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,J.D. Dillard,"Jonathan Majors,Glen Powell,Christina Jackson,Thomas Sadoski"
The Northman,2022,137,"Action, Adventure, Drama",7.1,A young Viking prince is on a quest to avenge his father's murder.,Robert Eggers,"Alexander Skarsgård,Nicole Kidman,Claes Bang,Ethan Hawke"
Narvik: Hitler's First Defeat,2022,108,"Drama, History, War",6.6,"April 1940. The eyes of the world are on Narvik, a small town in northern Norway, source of the iron ore needed for Hitler's war machinery. Through two months of fierce winter warfare, Hitler is dealt his first defeat.",Erik Skjoldbjærg,"Billy Campbell,Kristine Hartgen,Stig Henrik Hoff,Henrik Mestad"
Fall,2022,107,Thriller,6.4,"Best friends Becky and Hunter find themselves at the top of a 2,000-foot radio tower.",Scott Mann,"Grace Caroline Currey,Virginia Gardner,Mason Gooding,Jeffrey Dean Morgan"
Nope,2022,130,"Horror, Mystery, Sci-Fi",6.9,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,Jordan Peele,"Daniel Kaluuya,Keke Palmer,Brandon Perea,Michael Wincott"
Black Bird,2022,347,"Biography, Crime, Drama",8.1,Jimmy Keene is sentenced to 10 years in a minimum security prison but he cuts a deal with the FBI to befriend a suspected serial killer. Keene has to elicit a confession from Larry Hall to find the bodies of as many as eighteen women.,"Taron Egerton,Paul Walter Hauser,Greg Kinnear,Ray Liotta",
The Unbearable Weight of Massive Talent,2022,107,"Action, Comedy, Crime",7.0,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,"Nicolas Cage,Pedro Pascal,Tiffany Haddish,Sharon Horgan"
The Woman King,2022,135,"Action, Drama, History",6.7,"A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.",Gina Prince-Bythewood,"Viola Davis,Thuso Mbedu,Lashana Lynch,Sheila Atim"
The Sandman,2022,45,"Drama, Fantasy, Horror",7.7,"Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.","Tom Sturridge,Boyd Holbrook,Patton Oswalt,Vivienne Acheampong",
1899,2022,60,"Drama, Mystery",7.4,Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.,"Emily Beecham,Aneurin Barnard,Andreas Pietschmann,Miguel Bernardeau",
Women at War,2022,412,"Drama, History",7.5,"France, 1914. The destinies of four women intersect: Marguerite, a mysterious Parisian prostitute; Caroline, propelled to the head of the family factory; Agnes, Mother Superior of a requisitioned convent; and Suzanne, a feminist nurse.","Audrey Fleurot,Julie De Bona,Camille Lou,Sofia Essaïdi",
RRR,2022,187,"Action, Adventure, Drama",7.9,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.,S.S. Rajamouli,"N.T. Rama Rao Jr.,Ram Charan Teja,Ajay Devgn,Alia Bhatt"
Thor: Love and Thunder,2022,118,"Action, Adventure, Comedy",6.3,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",Taika Waititi,"Chris Hemsworth,Natalie Portman,Christian Bale,Tessa Thompson"
Jeepers Creepers: Reborn,2022,88,"Horror, Mystery, Thriller",2.5,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all.",Timo Vuorensola,"Sydney Craven,Imran Adams,Jarreau Benjamin,Peter Brooke"
Bones and All,2022,131,"Drama, Horror, Romance",6.9,"Maren, a young woman, learns how to survive on the margins of society.",Luca Guadagnino,"Timothée Chalamet,Taylor Russell,Mark Rylance,Kendle Coffey"
The Watcher,2022,332,"Drama, Horror, Mystery",6.5,"A married couple moving into their dream home are threatened by terrifying letters from a stalker, signed - ""The Watcher.""","Naomi Watts,Bobby Cannavale,Mia Farrow,Terry Kinney",
Close,2022,104,Drama,7.9,"The intense friendship between two thirteen-year old boys Leo and Remi suddenly gets disrupted. Struggling to understand what has happened, Léo approaches Sophie, Rémi's mother. ""Close"" is a film about friendship and responsibility.",Lukas Dhont,"Eden Dambrine,Gustav De Waele,Émilie Dequenne,Léa Drucker"
Scream,2022,114,"Horror, Mystery, Thriller",6.3,"25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.","Matt Bettinelli-Olpin,Tyler Gillett","Melissa Barrera,Neve Campbell,Courteney Cox,David Arquette"
Bad Sisters,2022,53,"Comedy, Drama, Thriller",8.3,The Garvey sisters are bound together by their parents' deaths and a promise to always protect one another.,"Sharon Horgan,Claes Bang,Eve Hewson,Sarah Greene",
The Proud Family: Louder and Prouder,2022,30,"Animation, Adventure, Comedy",3.0,The daily life of Penny Proud as she hilariously navigates growing up in a rambunctious house with a loving mom and an overly protective father.,"Kyla Pratt,Tommy Davidson,Paula Jai Parker,Alisa Reyes",
Ticket to Paradise,2022,104,"Comedy, Romance",6.2,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,Ol Parker,"George Clooney,Sean Lynch,Julia Roberts,Arielle Carver-O'Neill"
Treason,2022,207,"Action, Drama, Thriller",6.3,"Adam Lawrence was trained and groomed by MI6; his career seems set. When the past catches up with him in the form of Kara, a Russian spy with whom he shares a complicated past, he is forced to question everything and everyone in his life.","Olga Kurylenko,Oona Chaplin,Ciarán Hinds,Charlie Cox",
The Offer,2022,586,"Biography, Drama",8.7,Oscar-winning producer,"Miles Teller,Matthew Goode,Dan Fogler,Burn Gorman",
Decision to Leave,2022,139,"Crime, Drama, Mystery",7.3,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,Park Chan-wook,"Park Hae-il,Tang Wei,Lee Jung-hyun,Go Kyung-Pyo"
An Action Hero,2022,130,"Action, Comedy, Crime",7.2,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.",Anirudh Iyer,"Ayushmann Khurrana,Jaideep Ahlawat,Neeraj Madhav,Gautam Joglekar"
Living,2022,102,Drama,7.5,"In 1950s London, a humorless civil servant decides to take time off work to experience life after receiving a grim diagnosis.",Oliver Hermanus,"Bill Nighy,Aimee Lou Wood,Alex Sharp,Adrian Rawlins"
Guillermo del Toro's Cabinet of Curiosities,2022,60,"Drama, Horror, Mystery",7.0,"Bizarre nightmares unfold in eight tales of terror in a visually stunning, spine-tingling horror collection curated by Guillermo del Toro.","Lize Johnston,Kevin Keppy,Rupert Grint,F. Murray Abraham",
Strange World,2022,102,"Animation, Action, Adventure",5.6,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.,"Don Hall,Qui Nguyen","Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,Dennis Quaid"
Roald Dahl's Matilda the Musical,2022,117,"Comedy, Drama, Family",7.1,"An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.",Matthew Warchus,"Alisha Weir,Emma Thompson,Lashana Lynch,Stephen Graham"
Pam & Tommy,2022,340,"Biography, Comedy, Drama",7.3,"Follows the story of Pamela Anderson and Tommy Lee's relationship, going back to their whirlwind romance that started with them marrying after only knowing each other for 96 hours in 1995.","Lily James,Sebastian Stan,Seth Rogen,Nick Offerman",
Star Trek: Strange New Worlds,2022,52,"Action, Adventure, Sci-Fi",8.2,"A prequel to Star Trek: The Original Series, the show will follow the crew of the USS Enterprise under Captain Christopher Pike.","Melissa Navia,Anson Mount,Ethan Peck,Jess Bush",
The Terminal List,2022,55,"Action, Drama, Thriller",7.9,A former Navy SEAL officer investigates why his entire platoon was ambushed during a high-stakes covert mission.,"Chris Pratt,Constance Wu,Taylor Kitsch,Riley Keough",
The Winchesters,2022,42,"Action, Adventure, Drama",6.3,An epic untold love story of John and Mary of how they not only saved their love but also the entire world.,"Meg Donnelly,Drake Rodger,Nida Khurshid,Jojo Fleites",
White Noise,2022,136,"Comedy, Drama, Horror",5.7,"Dramatizes a contemporary American family's attempts to deal with the mundane conflicts of everyday life while grappling with the universal mysteries of love, death, and the possibility of happiness in an uncertain world.",Noah Baumbach,"Adam Driver,Greta Gerwig,Don Cheadle,Madison Gaughan"
Violent Night,2022,112,"Action, Comedy, Crime",6.7,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",Tommy Wirkola,"David Harbour,John Leguizamo,Beverly D'Angelo,Alex Hassell"
Last Seen Alive,2022,95,"Action, Drama, Mystery",5.6,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,Brian Goodman,"Gerard Butler,Jaimie Alexander,Russell Hornsby,Ethan Embry"
Inside Man,2022,240,"Crime, Drama, Mystery",6.6,"A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way.","David Tennant,Stanley Tucci,Dolly Wells,Lydia West",
So Help Me Todd,2022,43,Drama,7.4,"A talented P.I. agrees to work as the in-house investigator for his mother, who is reeling from the recent dissolution of her marriage.","Marcia Gay Harden,Skylar Astin,Madeline Wise,Tristen J. Winger",
Three Thousand Years of Longing,2022,108,"Drama, Fantasy, Romance",6.7,"A lonely scholar, on a trip to Istanbul, discovers a Djinn who offers her three wishes in exchange for his freedom.",George Miller,"Tilda Swinton,Idris Elba,Erdil Yasaroglu,Sarah Houbolt"
The Gray Man,2022,122,"Action, Thriller",6.5,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.","Anthony Russo,Joe Russo","Ryan Gosling,Chris Evans,Ana de Armas,Billy Bob Thornton"
Prey for the Devil,2022,93,"Horror, Thriller",5.2,A nun prepares to perform an exorcism and comes face to face with a demonic force with mysterious ties to her past.,Daniel Stamm,"Jacqueline Byers,Debora Zhecheva,Christian Navarro,Posy Taylor"
Fleishman Is in Trouble,2022,48,Drama,7.6,"Toby Fleishman knew what to expect when he and his wife of almost 15 years separated: weekends and every other holiday with the kids, some residual bitterness, and the occasional moment of tension in their co-parenting negotiations.","Jesse Eisenberg,Claire Danes,Lizzy Caplan,Adam Brody",
"The Boy, the Mole, the Fox and the Horse",2022,32,"Animation, Family",8.0,"Follows a boy, a mole, a fox and a horse, as they create an unexpected friendship and travel together in the boy's search for home.","Peter Baynton,Charlie Mackesy","Jude Coward Nicoll,Tom Hollander,Idris Elba,Gabriel Byrne"
Three Pines,2022,54,"Crime, Drama, Mystery",7.3,"Following Chief Inspector Armand Gamache as he investigates cases beneath the idyllic surface of the Quebec village, Three Pines, finding long-buried secrets and facing a few ghosts of his own.","Alfred Molina,Rossif Sutherland,Elle-Máijá Tailfeathers,Sarah Booth",
George & Tammy,2022,48,"Biography, Drama, History",7.5,A look at the romance between famed country musicians George Jones and Tammy Wynette.,"Jessica Chastain,Michael Shannon,Steve Zahn,David Wilson Barnes",
Minions: The Rise of Gru,2022,87,"Animation, Adventure, Comedy",6.6,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,"Kyle Balda,Brad Ableson,Jonathan del Val","Steve Carell,Pierre Coffin,Alan Arkin,Taraji P. Henson"
The Bastard Son & The Devil Himself,2022,60,"Action, Adventure, Drama",7.5,"Caught between two warring clans, the son of a notorious witch responsible for a deadly massacre tries to find his place in the world — and his powers.","Jay Lycurgo,Nadia Parkes,Paul Ready,Isobel Jesper Jones",
From,2022,52,"Drama, Horror, Mystery",7.6,"Unravel the mystery of a city in middle U.S.A. that imprisons everyone who enters. As the residents struggle to maintain a sense of normalcy and seek a way out, they must also survive the threats of the surrounding forest.","Scott McCord,Harold Perrineau,Catalina Sandino Moreno,Eion Bailey",
DC League of Super-Pets,2022,105,"Animation, Action, Adventure",7.2,"Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.","Jared Stern,Sam J. Levine","Dwayne Johnson,Kevin Hart,Kate McKinnon,John Krasinski"
